exp,file_num,t_entry,t_out,in_tunnel,motion_pre,motion_pre_max,still_frac,motion_post,arrival_calls,arrival_rate
493,7,122.0921,126.5,4.407899999999998,0.0251369127516778,0.0612,0.1140939597315436,0.0252429378531073,3,1.2
493,7,161.3181,162.4,1.0819000000000187,0.0181534675615212,0.0391333333333333,0.0134228187919463,0.0393864406779661,2,0.8
493,7,164.8769,165.5667,0.6897999999999911,0.027831543624161,0.0648,0.0067114093959731,0.0442802259887005,1,0.4
493,7,317.1537,318.5667,1.413000000000011,0.0152586129753914,0.0436,0.2080536912751678,0.030993220338983,5,2.0
493,8,97.9474,98.6667,0.719300000000004,0.009548322147651,0.0307666666666666,0.2550335570469799,0.0239158192090395,5,2.0
493,8,99.1566,99.7333,0.5767000000000024,0.0131295302013422,0.0628666666666666,0.1342281879194631,0.0322621468926553,9,3.6
493,8,130.2449,131.2667,1.0217999999999847,0.00405548098434,0.0217666666666666,0.6845637583892618,0.0206011299435028,10,4.0
493,8,167.1502,167.8667,0.7164999999999964,0.009497091722595,0.0284333333333333,0.2348993288590604,0.0302898305084745,8,3.2
493,8,189.7599,197.5,7.740100000000012,0.001707158836689,0.024,0.9261744966442952,0.0359152542372881,2,0.8
493,8,200.4141,205.4,4.985900000000015,0.0350046979865771,0.0641333333333333,0.0134228187919463,0.0371118644067796,6,2.4
493,8,337.2831,345.4,8.116899999999987,0.0181387024608501,0.0506,0.046979865771812,0.0388039548022598,2,0.8
493,9,79.3553,79.9,0.544700000000006,0.0056324384787472,0.0261,0.5637583892617449,0.0378129943502824,2,0.8
493,9,120.3022,122.5333,2.231099999999998,0.0044357941834451,0.0224,0.6711409395973155,0.020038418079096,5,2.0
493,10,16.5641,17.2333,0.6692,0.0042149888143176,0.0182,0.6375838926174496,0.0136570621468926,3,1.2
493,10,85.903,86.7333,0.830299999999994,0.0100017897091722,0.0240666666666666,0.3020134228187919,0.0207966101694915,5,2.0
493,10,145.1353,147.2333,2.098000000000013,0.0053369127516778,0.0266,0.610738255033557,0.0331977401129943,6,2.4
493,10,155.2188,156.7,1.4812000000000012,0.0153704697986577,0.0652333333333333,0.1946308724832214,0.023564406779661,10,4.0
493,10,163.9812,165.2667,1.2854999999999848,0.0276373601789709,0.0467,0.0134228187919463,0.0334604519774011,4,1.6
493,11,112.5157,113.1667,0.6510000000000105,0.0026829977628635,0.0115666666666666,0.8322147651006712,0.0267440677966101,1,0.4
493,11,135.3003,138.6667,3.3663999999999987,0.0153563758389261,0.0341666666666666,0.1476510067114094,0.0408966101694915,15,6.0
493,11,209.1382,210.0,0.8617999999999881,0.0076964205816554,0.0213,0.2953020134228188,0.0414796610169491,15,6.0
493,11,272.9099,278.6667,5.756799999999998,0.0136935123042505,0.0436333333333333,0.1476510067114094,0.0416564971751412,12,4.8
493,12,34.2527,35.1333,0.8806000000000012,0.0093239373601789,0.0332,0.3624161073825503,0.0319395480225988,7,2.8
493,12,110.7566,111.2333,0.4766999999999939,0.0018064876957494,0.0101,0.9194630872483222,0.0328322033898305,0,0.0
493,12,134.6919,135.3333,0.6414000000000044,0.002531096196868,0.0105666666666666,0.7986577181208053,0.022776836158192,4,1.6
493,12,161.786,162.4333,0.6473000000000013,0.0063098434004474,0.0261333333333333,0.4563758389261745,0.0313841807909604,3,1.2
493,12,231.8181,233.1667,1.348600000000005,3.914988814317673e-05,0.0001666666666666,1.0,0.0332926553672316,8,3.2
493,12,232.4698,233.1667,0.6968999999999994,0.0014324384787472,0.0380666666666666,0.9463087248322148,0.0332926553672316,8,3.2
493,12,240.3902,240.9333,0.5431000000000097,0.0085261744966442,0.0417,0.4899328859060403,0.020964406779661,1,0.4
493,12,298.5575,299.1667,0.6091999999999871,3.064876957494407e-05,0.0001666666666666,1.0,0.0175745762711864,1,0.4
493,12,302.0014,310.8,8.798600000000022,0.0076825503355704,0.0778666666666666,0.7181208053691275,0.0363050847457627,2,0.8
493,12,321.7821,322.5,0.717899999999986,0.0170677852348993,0.0457666666666666,0.0738255033557047,0.034909604519774,0,0.0
493,12,340.1183,340.8333,0.7150000000000318,0.0151196868008948,0.0399666666666666,0.0805369127516778,0.0412525423728813,0,0.0
493,13,48.7421,49.3333,0.5912000000000006,0.0155926174496644,0.0600333333333333,0.2483221476510067,0.0195152542372881,1,0.4
